title,text
Women in Early American Anthropology,"p. 039 Demographics  of American Anthropological Ass. & Am. Ethn. Soc. & Others

It included from the beginning female charter members.  The American Ethnological Society ""made no explicit exclusion of women, but did not number women among its charter members in 1848 or for many years thereafter."" (39)  But when it was reorganized (when?) it included women (39)

Internaitonal Americanists also included women: including Celia Nuttall and Caecilie Seler of Germany in 1892.  (39-40)"
Alain L. Locke: The Biography of a Philosopher,"<p>p.003 Cultural Pluralism</p>
<p>The authors maintain that ""[c]ultural pluralism--and to use one of Locke's more technical terms for it, intercultural reciprocity--served as the common ground fro his three concerns of race relations, value theory, and esthetic experience.  The story of Locke's life show that cultural pluralism is the governing idea behind all that Locke produced."" (3)</p>"
When Wall Street Met Main Street: The Quest for an Investors' Democracy,"<p># Julia C. Ott, *When Wall Street Met Main Street: The Quest for an Investors' Democracy* (London, England: Harvard University Press, 2011)</p>
<p>&gt; Summary: Julia Ott's book describes the formation of an ideology of a ""shareholder democracy"" (5) or ""mass investment society"" (225) in the 1920s. Her point is that this idea is the basis for more recent forms of modern conservatism that are perhaps more frequently traced to neoliberal thinkers such as Hayek and Milton Friedman. Her critical point is that this notion of ""broad-based invesment as a social, political, and economic goal"" ought to be reassessed by Americans. Although this idea of a shareholder democracy has ""sometimes"" supported regulation and ""managerial restraint"" it has, she says, ""tended to marginalize questions about the distribution of economic wealth, security, and power. There has been wealth gained by some individuals, but because ""securities investment requires significant disposable income, the wealthiest segments of society have enjoyed its benefits most."" (225)</p>
<p>&nbsp;</p>
<div>## Ch. 1 - The Problem with Financial Securities</div>
<div>*  This chapter describes the emergence of a new ""political-economic  ideal--in which mass investment in financial securities would  democratize modern captialism and restore propertied status to the  citizenry."" (34-35)&nbsp;</div>
<div></div>
<div>* This new ideal was a  response to the loss of property-based conceptions of citizenship in the  face of mass industrialization, a problem highlighted by the Populist  party and the critiques of Tom Watson. (12-21)&nbsp;</div>
<div></div>
<div>*  This new idea emerged gradually in three places, first, the U.S.  Senate's Industrial Commiission investigation, initiated by McKinley  after the election of 1898; then in the ideas of economicists Robert  Ely, Jeremiah Jenks, and John Bates Clark, and in the ideas of U.s.  District court Judge Peter S. &nbsp;Grosscup; then finally in the Pujo  Committee report. The basic idea here was to embrace economic  concentration but reject the laissez-faire form; that is, to say that if  properly regulated, shareholding might prrovide a way to democratize  modern capitalism and introduce something like property-ownershiop back  into the society. That is, this new ideal emerged **with** progressive  era reform...</div>"
"Creating a Female Dominion in American Reform, 1890-1935",p.002-37 CHAPTER 1
Essays in Radical Empiricism (Selections),"<p>General Notes for Pragmatism Course</p>
<p><strong>A. Does Consciousness Exist?</strong></p>
<p>* James starts by making a critique of the notion of consciousness.&nbsp; He wants too deny that it exists.&nbsp;</p>
<p>* He's really critiquing the metaphysical dualism that he blames on Kant: ""At first, 'spirit and matter,' 'soul and body,' stood for a pair of equipollent substances quite on a par in weight and interest.&nbsp; Btu one day Kant undermined the soul and brought in the transcendental ego, and ever since then the bipolar relation has bene very much off its balance.&nbsp; The transcendental ego seems nowadays in rationalist quarters to stand for everything, in empiricist quarters for almost nothing."" (162)</p>
<p>* He wants to move instead toward a notion of experience.&nbsp; He says that he has for some time ""suggested the nonexistence [of consioucsness], and tried to give them its pragmatijc equivalent in realities of experience."" (163)&nbsp; Again experience: ""My thesis is that if we start with the supposition that there is only one primary stuff or material in the world, a stuff of which everything is composed, and if we call that stuff 'pure experience,' then knowing can easily be explained as a pqarticular sort of relation twoards one another into which portions of pure experience may enter.&nbsp; The relation itself is part of pure experience..."" (163)&nbsp;</p>
<p>* He goes through a refutation of the ""alternative view"" in which consciousness is central. He takes as a starting point neo-Kantian thought about which he says ""the evaporation of the definite soul-substance has proceeded as far as it can go without being yet complete."" (163)</p>
<p>1-&gt; For the neo-Kantians, he says the notion of consciousenss ""does no more than signalize the fact that expeirence is indefeasibly dualistic in structure."" (164)&nbsp; He goes on: ""To consciousness as such nothing can happen, for, timeless itself, it is only a witness of happenings in time, in which it plays no part.&nbsp; It is, in a word, but the logical correlative of 'content' in an Experience of which the peculiarity is that <em>fact comes to light</em> in it, that <em>awareness of content</em> takes place.&nbsp; Consciousness as such is entirely impersonal--'self' and its activiteis belong to content.&nbsp; To say that I am self-conscious, or conscious of putting forth volition, means only that certain contents, for which 'self' and 'effort of will' are the names, are not without witness as they occur."" (164)&nbsp;</p>
<p>2-&gt; But at the same time they suggest that we also have ""an immediate consciosusenss of consciousness itself."" (164)&nbsp; The idea, he notes, is that the idea of consciousnesss can be determined through analysis, ie that through analysis (he gives metaphor of separating the menstruum in pain from the pigment) conscousness can be demonstrated to be seaprate from the content of consciousness.&nbsp; (164-165)</p>
<p>*&nbsp; But he rejects this idea that there is a duplicity in experience.&nbsp; (165)&nbsp; Experience he says is a ""double-barelled"" term...it is both subjective and objective.&nbsp; He lists a series of other double-barrled terms that he thinks are replacing the single-barelled notions of thougth and thing: ""The dualism connoted by such double-barrleed terms as 'experience,' phenomenon,' 'datum,' '<em>Vorfindung</em>'--terms which, in philosphy at any rate, tend more and more to replace single-barrelled erms of 'thought' and 'thing'--that dualism, I say, is still preserved in thiis account, but reinterpreted, so that, instead of being mysterious and elusive, it becomes verifiable and concrete."" (166)</p>
<p>* He roots the source of this way of thinkingin Locke and Berkeley interestingly... (166)</p>
<p>* He gives a long explanation vv a room and one's consicousness of it/relationship to it.&nbsp; The basic problem in philosphy he thinks ahs been how to know how a thing exists in the world and also in the the mind.&nbsp; He notes that ""represenative "" theories ""avoid the logical paradox, but on the other hand they vioalte the reader's sense oflife, which knows no intervening metnal image but seems to see the room and the book immediately jsut as they physically exist."" (167)&nbsp;</p>
<p>* He summarizes the issue about how an object can be in the mind and in the world, but saying that it's like the problem of how a single point can be on two lines, and the answer is that it can if it lies where the lines intersect.&nbsp; This the case with the room example.&nbsp; Take the example of a room.&nbsp; It can be seen as lieing at the intersection of multiple processes.&nbsp; And the ""pure experience"" of the room can be thought of as lieing at an intersection.&nbsp; (167)&nbsp; Ie the experience of the room can be thought of a ""a member diverse processes that can be followed away from it along entirely different lines."" (167)&nbsp; It is both in the context of one's ""field of consciousnses"" and also ""the room in which you sit.""&nbsp; (167)&nbsp; ""it enters both contexts in its whoeleness,g giving no pretext for being said to attach itself to consciousness by one of its parts or aspects, and to outer reality by another."" (167)&nbsp; These two contexts are two procesess: the one the biography of the person, the other ""the histors of the house of which the room is part."" (167)&nbsp; He contarsts these two processes on 167-8 in a nubmer of ways.&nbsp;</p>
<p>* Now he applies the same principlpe to concepts as he just has to percepts.&nbsp; (168)&nbsp; ""If we take conceptual manifolds, or memories, or fancies, they also are in their first intention mere bits of pure experience, and, as such, are single <em>thats</em> which act in one context as objects, and in another context figure as mental states."" (168)&nbsp;&nbsp; He quotes Muensterberg to demonstrates this ""objectivity of non-perceptual experiences..."" (169)&nbsp;</p>
<p>*&nbsp; This means there's a kind of ""doubling-up of experience""...ie ""jsuta s the seen room...is <em>also</em> a field of consciousness, so the conceived or recollected room is <em>also</em> a state of mind..."" (171)&nbsp; The common ground of this doubling up of experience is the fact that in pure experience the same experience is an intersecting point of a series of lines of context and processes...&nbsp; Ie the basis is experience it seems.</p>
<p>* The doubling-up, though, doe snot imply division: ""As 'subjective' we say that the experience represents; as 'objective' it is represented.&nbsp; What represents, and what is represented, is here numerically the same; but we must remember that no dualism of being represented and representing resides in the experience <em>per se</em>.&nbsp; In its pure state, or when isolated, there is no self-splitting of it into conscoiusness and what the consciousness is 'of.' Its subjectivity and objectivity are functional attributes solely, realized only when the experience is 'taken,' i.e. talked of, twice, considered along with its two different contexts respectively, by a new retrospective experience, of which that whole past complication now forms the fresh content."" (172)&nbsp;</p>
<p>*&nbsp; So the ""pure experience"" is that which lies prior to this ""taken"" experience where the object is considered in relation to its two contexts, ie as seen object or idea.&nbsp; ""The instant field of the present it all times what I call the 'pure' experience.&nbsp; It is only virtually or poentially weither object or subject as yet.&nbsp; For the tie being, it is plain, unqualified actuality, or existence, a simple <em>that</em>..."" (172)&nbsp; This is the naive immediacty of expeirence prior to reflection...</p>
<p>* So&nbsp; he sums up that consciousness does not itelf exists but ""connotes a kind of external relation..."" (172)&nbsp; ""<em>The peculiarity of our experiences, that they not only are, but are known, which their 'conscious' quality is invoked to explain, is better explianed by their relations--these relations themselves being experiences--to one another."" (</em>173)&nbsp; Ie our experiences are peculiar because they both exist and we know about them,a nd what we call consciousness is simply a way to refer to that fact; but it would be more accurate to simply talk about the 1) the relationships between the things existence and our knowledge of it, and 2) how those relationship are also part of our experience...</p>
<p>* Now he deals with objections to his idea... in ther est of this essay.&nbsp; 173-178.&nbsp; Key points:</p>
<ul>
<li>Things are for example ""extended"" in space, but thoughts not.&nbsp; Things are red or hot, etc, but thoughts not.&nbsp; This difference and the difficulty of explaining it would be explained by metaphysical dualism. But James challenges whether it's so true that, say, thoughts are not extended.&nbsp; He notes that everyone agrees that thoughts and things share certain properties, say their relationship to time.&nbsp; Also ""[b]oth are of kinds, can be compared, added and subtracted and arranged in serieal orders."" (174)&nbsp; Rer extension, he insists that our thoughts do have extension, say if we think of a foot-rule.&nbsp; ""The difference between objective and subjective extension is one of relation to a context solely.&nbsp; In the mIe ind the various extents maintain no necesssarily stubborn order relative to each other, while in the physical world they bound each other stably, and, added together, made the great envoloping Unit which we believe an and call real Space."" (175)&nbsp; The point then is that the difference is not that objects have qualities that our thoughts do not have, but that the relations of the qualities to things and the relationships of things in space is more definite for things.&nbsp; Another way to put this is that qualities in the objective world have consequences.&nbsp; A fire burns in a way that the thought of a fire does not.&nbsp; He's good on this on 175-6.&nbsp; Our sense of the subject/object distinction comes from the fact that ""as the general chaos of all our experiences gets sifted, we find that there are some fires that will always burn sticks and always warm our bodies, and that there are some waters that will always put our fires; while there are other firest that will not act at all.""&nbsp; (175-6)&nbsp; And later: ""With 'real' objects, on the contrary, conseqences always acrue;and thus the real experiences get sifted from the mental ones, the things from our thoughts of them, fanciful or true, and precipitated together as the stable part of the whole experience-chaos, under the name of the physical world.&nbsp; Of this our perceptual experiences are the nucleus, they being the originally <em>strong</em> experiences.&nbsp; We add a lot of concetual experiences to them, making these strong also in imagination, and building out the remoter parts of the physical world by their means; and around this core of reality the world of laxly connected fantasies and mere rhapsodical objects floats like a bank of clouds.&nbsp; In the clouds, all sorts of rules are violated which in the core are kept.&nbsp; Extensions there can be indefinitely located; motion there obeys no Newton's law."" (176)</li>
<li>Another critique that he brings up, the rationalist one?, that we are aware of our own consciousenss.&nbsp; That we <em>know</em> it.&nbsp; Here James refers to his materialistic sense of the ""stream of thinking"" which is just really a ""careless name for what, when scrutinized, reveals itself to consist chiefly of the stream of my breathing..."" (178).&nbsp; He writes; ""The 'I think' which Kant said must be able to accompany all my objects, is the 'i breathe' which actually does accompany them.' (178)&nbsp; </li>
</ul>
<p><strong>B. A World of Pure Experience</strong></p>
<p>* What would a radical empriicism be then for James?&nbsp; --&gt;&nbsp; It's got to not include anything that is not ""directly experience"" or exclude anything that is directly experienced.&nbsp; So that means that ""<em>relations that connect experiences must themselves be experienced relations, and any kind of relation experienced must be accounted as 'real' as anything else in the system</em>."" (178)&nbsp;</p>
<p>* This definitin runs counter to ""ordinary empricism"" that in his view ""has always shown a tendency to do away with the connections of things, and to insist most on the disjunctions."" (179)&nbsp; He references Berkeley's nominalism, Hume's idea that ""whatever things we distinguish are as 'loose and separate' as if they had 'no manner of connection...'"".&nbsp; Also James Mill and John Mill.&nbsp; And so on.&nbsp; He speaks also of John Mill's ""account of both physcial things and selves as composed of discontinuous possibilities, and the general pulverization of all Experience by assocaition and the mind-dust theory..."" (179)&nbsp; And he notes that the ""natural result of such a world-picture has been the efforts of rationalism to corret its incoherencies byt he addition of transexperiential agents of unification, substances, intellectual categories and powers, or Selves..."" (179)&nbsp; His sense is that ""if empiricism had only been radical and taken everything that comes without disfavor, conjunction as well as separation, each at its face value, the results would have called for no such artificial correction."" (179)</p>
<p>* Taht is, he thinks that ""radical empricism"" can account for ""conjuctive relations"" without relying on a notion that they are true in some ""supernal way, as if the unity of things and their variety belonged to different orders of truth and vitality altogether."" (179)&nbsp; Ie he thinks that the rationalists accusation that empiricists can't account for how the world of sensations holds together is false...</p>
<p>* He provides a useful metaphor to speak of the two traditions: ""<em>Prima facie</em>, if you should liken the universe of absolute idealism to an aquarium, a crystal globe in which goldfish are swimming, you would have to compare the empiricist universe to something more like one of those dried human heads with which the Dyaks of Borneo deck their lodges.&nbsp; The skull forms a solid nucleus; but innumerable feathers, leaves, stings, beads, and loose appendices of every description float and dangle from it, and, save that they terminate in it, seem to have nothing to do with one another.&nbsp; Even so my experiences and yours float and dangle, terminating, it is true, in a nucleus of common perception but fo rth emost part out of sight and irrelevant and unimaginable to one another."" (180)&nbsp; He thinks that what he calls this ""imperfect intimacy"" of things with each other... or&nbsp; their ""bar e realtion of <em>withness</em> between some parts of the sum total of experiencea nd other parts"" is what empricism over-emphasizes and rationalism tries to ignore.&nbsp; Whereas his ""radical empiricism"" he think ""is fair to both the unity and the disconnection..."" (181)</p>
<p>* <strong>The ""conjunctive relation""</strong> ie relatinon of connection, that has he says been most tbouelsome to philosphy is the ""<em>co-conscious transition</em>...by which one experiences passes into another when both belong to the same self."" (181)&nbsp; ""Personal histories are processes of change in time , and the <em>change itself is one of the things immediately experienced</em>.&nbsp;  'Change' in this case means continuous as opposed to discontinuous  transition."" (181)&nbsp; This idea of continous transitiion is ""one sort of  conjunective relation"" but he says to be a ""radical empiricist is to focus on this kind of connection because it is where he ays so much corrupt thinking (ie ""Metaphysical fictions"") have entered in.&nbsp; It is then to take this relation at ""face value, enither less nor more; and to take it at its face value means first of all to take it just as we feel it, and not to confuse ourselves with abstract talk <em>about </em>it, involving words that drive us to invent secondary conceptions in order to neturalize their suggestions and to make our actual experience again seem rationally possible."" (181)&nbsp;</p>
<p>* What is key is that continuity is a ""definite sort of experience,"" different from the experience of disctontinuity. (181)&nbsp; And he says that's it.&nbsp; There's no other ""whatness"" to the experience of change and development other than the ""absence of break and this sense of continuity in that most intimate of all conjunctive relations, the passing of one experience into another when they belong to the same self."" (182)&nbsp; This is all there is to it, but he notes that ""all experiences have their conditions"" and what has happened he thinks is that ""over-subtle intellects"" have in asking how those conditions are possible, subsutited conceptions for the pure experience.&nbsp; That's how one has got to these notions of Absolutes or Substances.&nbsp; (182)&nbsp;</p>
<p>* <strong>The cognitive relation</strong>.&nbsp; This kind of radical empricism he thinks can save us from a pitfall common to philosphy, namely metpahysical dualism which he refers to as&nbsp; ""an artificial conception of the <em>relations between knower and known"" </em>in which there an absolute discontinuity has always been posited.&nbsp; He quicly summarizes the attempts to resolve the problem: by common-sense theorists, by representative associationalism, and by transcendentalists.&nbsp; (183)&nbsp; BUT he notes that all the while there was in the ""very bosom of finite experience"" already the answer.&nbsp; He lists three cases on 183 of which he develops an exampel of #2, ie the case in which&nbsp; the knower and the known are ""two pieces of <em>actual</em> experience belonging to the same subject, with definite tracts of conjunctive transitional experience..."" (183)&nbsp; The example he uses is him sitting in the library at Cambridge and thinking of Harvard's Memorial Hall.&nbsp;&nbsp; He may have a clear image of it in his mind, or just know it's name.&nbsp; Then he asks you to suppose that he's got to lead you to the hall, and he fails to do so.&nbsp; Then you might rightly say that whatever the image in his head, it was not that hall that was ""meant.""&nbsp; On the other hand, if he succesfully leads you to the Hall, then the idea seems to have been ""terminated"", <em></em>however imperfect it was to begin with.&nbsp; <strong><em>""</em>In this continuing and corroborating, taken in no transcendental sense, but denoting definitely felt transitions<em>, lies all that the knowing of a percept by an idea can possibly contain or signify</em>.&nbsp; Whereever such transitions are felt, the first experience <em>knows</em> the last one.&nbsp; Where they do not, or where even as possibiles they can not, intervene, there can be no pretence fo knowing.&nbsp; In the latter case the extremes will be connected, if connected at all, by inferior relations--bare likeness or succession, or by 'withness' alone.&nbsp; Knowledge of sensibile realities thus come to life inside the tissue of experience.&nbsp; It is <em>made</em>; and made by realtions that unroll themselves in time."" (185)&nbsp; </strong>So somewhat as he'd said with the notion of conjunctive in the experi(ence of a self that that experiecne is just the experience of the absence of break, nothing more nothing less, here too knowing is just this kind of link between a thought and it's termination. It provides a sensation of greater and greater fulfillment as an idea leads to a sensible experience of a percept.&nbsp; And this is all there is to knowing.&nbsp;</p>
<p>* He puts it another way.&nbsp; We know no ""more real kind of union <em>aliunde</em>"".&nbsp; So ""unions by continuous transition"" are all we know.&nbsp; Even if there were ""more absolute unions realized"" we would still only know them through the same ""conjunctive results.""&nbsp; (186)&nbsp; Why? To put it another way, if there were an Absolute, it would override experience where a knower knowing something else in experience would be gone.&nbsp; Otherness would be just an illusion.&nbsp; (186)&nbsp; But on the other hand if the world is one ""where both the terms and their distinctions are affairs of experience, conjunctions taht are experienced must be at least as real as anything else."" (186)</p>
<p>* He sums up the process of a thougth moving to fulfulment of a percept, in which the percept simply verifies the concept on bottom 186.</p>
<p style=""text-align: justify;"">* <strong>Substiuttion</strong>. What's so important about this kind of knowing for human life is that an experience (like an idea) that ""knows another can figure as its <em>represenative</em>, not in any quasi-miraculous 'epistemological' sense, but in the definite practical sense of being its <em>substitute</em> in various operations, sometimes physical and sometimes mental, which leads us to its assocaites and results."" (187)&nbsp; We then can ""experiment on our ideas of reality"" without needing to experiment on the ""real experiences which they severally mean."" (187) &nbsp; And these ideas ""form related systems, corresponding point for point to the systems which the realities form; and by letting an ideal term call up its associates systematically, we may be led to a terminus whch the corresponding real term would have led to in case we had operated on the real world."" (187)&nbsp; This is substitution.&nbsp; This is key...&nbsp;&nbsp; What does it mean?&nbsp; For James, experience is a process unfodling in time that can be conjunctive or disjunctive.&nbsp; The experiences he's interested here are those that build on previous experiences and that bring one nearer a goal.&nbsp; They can in a way be said to fulfill a function.&nbsp; To think this way about function vv a world of pure experience is to say that the only events that occcur are transitions and arrivals/terminations, but transitions and terminations can happen by many paths.&nbsp; When two experiences lead to the same termination/end by different paths they are functionally equivalent.&nbsp; And now ""the whole system of experiences as they are immeidately given presents itself as a quasi-chaos through which one can pass out of an initial term in many directions and yet end in the same terminus, moving from next to next by a great many posible paths."" (188)&nbsp; Some paths might be better than others, however, in certain cirumstances, and James says that ""the paths that run through conceptual experiences, that is, through 'thoughts' or 'ideas' that 'know' the things in which tley terminate, are highly advantageous paths to follow."" (188)&nbsp; That's because 1) they often involve rapid transitions, and 2) they have a universal character often and a ""capacity for association with one another in great systems"" that means they ""outstrip the tardy consecutions of the things themselves, and sweep us towards our ultimate termini in a far more labor-saving way than the following of trains of sensible perception ever could."" (188)&nbsp; Now he says most ""thought-paths"" are ""substitutees for nothing actual"" and simply ""end outside the real world altogether , in wayward fancies, utopias, fictions or mistakes."" (188)&nbsp; But he says where they do ""re-enter reality"" we ""substitute them always."" (188)&nbsp; And ""with these substiutes pass the greater number of our hours."" (188)</p>
<p style=""text-align: justify;"">* Now he has an oustanding paragarph on 188-189, where he brings back the metaphor of the Dayak heads.&nbsp; He calls experience a ""quasi-chaos"" because there is ""vastly more discontinuity in the sum total of experiences that we commonly suppose.""&nbsp; The ""objective nucleus"" of each person's experience is the body, which is itself a ""continuous percept"".&nbsp; But outside of it there is a distant physical world ""at all times absent from us"".&nbsp; Its parts ""form conceptual objects merely, into whcih the preceptual reality of which our life inserts itself at points discrete and realtively rare."" (189)&nbsp; Individual thinkers working around their ""several objective nuclei""&nbsp; of the real world, which are partly shared and partly discrete, ""trace paths that intersect one another only at discontinuous perceptual points, and the rest of the time are quite incongruent; and around all the nuclei of shared 'reality,' as around the Dyak's head of my late metaphor, floats the vast cloud of expereinces that are wholly subjective [ie that are not substitutes of any actual real world experience], that are non-substitutional, that find not even an eventual ending for themselves in the perceptual world--the mere day-dreams and joys and sufferings and wishes of the individual minds."" (189)&nbsp;</p>"
"Lost and Found: Remembering Modernism, Rethinking Feminism","<p>Quick Summary 6/29/10</p>
<p>This article provdides a good survey of the lit on women, gender, and modernism.  It's overall argument as the title indicates is to suggest that future readings should move beyond the attempt to claim women as modernists true propogators and men and mysogynists or the reverse.  She calls for a more ""culturally based criticism"" that is at the same time historically specific and  interdisciplinary (12)  And she wants  more subtle readings that show the tensions between conventionality and modernism in both male and female modernists.  She ends with a good quote from Eysteinsson's <em>The Concept of Modernism</em> (1990) in which he is critizing one of the major texts trying to resituate modernism as in the field of women writers by Gilbert and Gubar <em>No Man's Land</em> (a multivolume work).  He writes:</p>
<p><em>""How do male modenrists support patriarchal laws, and how are they at the same time 'otherwise avant-garde'?  Are some of them perhaps torn between deep-rooted and patriarchal social habits, still guiding their individual lives, and a radical new view of human subjectivity expressed through language or whatever their artistic medium might be?  If such were the case, we might come to the conclusion that whatever their individual positions as social beings, their literary discourse works to disrupt patriarchal structures?"" (15)</em></p>
<p><em><br /></em></p>"
"Reading Obama: Dreams, Hope, and the American Political Tradition","<p>3. Chapter 2</p>
<p>*  This is a complex chapter in which K traces currents of ""intellectual life"" in the last half of the twentieth century. At the outset, he says that Obama ""captured the central dynamic"" in the start of <em>Dreams</em> when he describes his grandparents as entertaining a ""useful fiction"" that they were kliving in a ""bright new world where differences or race and cutlure would instruct and amuse and perhaps even ennoble."" (86)  But for Obama this ""useful fiction"" was something that ""haunted' him and his family. (86)</p>
<p>* The key to understanding why this ""fiction"" would ""haunt"" Obama, K says one must understand the ""struggle between different worldviews that developed in America--and not only in America... "" (87)  K thinks that focusing on the ""towering figure"" of John Rawls is a helpful way to simplify the compelxity of the late 20th century intellectual life in America.  He says that he will use ""themes from Rawls's life and work to trace an arc that characterizes much of American thought in recent decades.  Unless we understand that arc, we cannot understand the amalgam of deeply held principles and frankly admitted uncertainties that characterizes Obama's approach to public life."" (87)</p>
<p>* American social thought since mid-century K says has been ""marked by a struggle between the champions of foundationalism and universalism--that 'useful fiction' animating champions of international law and interracial harmony--and challengers who deny the existence of unchanging truths."" (88)  Obama's ""sensibility"" K says is a product of that struggle... (88)  When Obama speaks of being ""haunted"" by the ideals of h is parents and grandparents...it is the attraction of these universal ideals that he is feeling K says.</p>
<p> </p>
<p> </p>"
"Vigorous Male and Aspiring Female: Poetry, Personality, and Culture in Edward Sapir and Ruth Benedict","Summary Note

Handler here examines the interactions between Sapir and Benedict from the point of view of the new culture of ""personality"" and the stress on developing a certain ""hardness,"" a term Handler takes from Pound's explanation of the relatoinship between self-expression and poetic form.  This was manifested in ""an absolutely original use of language, because the individual's unique experience could not be conveyed through conventional language, encumbered as it is ith dead metaphors and cliche."" (98)  Or as Croce put it Handler says as a ""direct intijon of reality"" (99)  Handler examines Sapir and Benedict's relaiton to this ideal, one which is troublesome for both but especially for Benedict, because ""hardness"" has masculine characteristics.  (Though he demonstrates that it was problematic for both, and thus in a way that gender was in general not clear in this time. See Monroe critique of Sapir, 110).    Then Handler interprets it in terms of Sapir and Benedict's differing theories of culture.  (116-119), Benedict reified culture in relation to the problem of culture.  For Sapir it was ""spuriousness"" which Handler empahsizes as being the ""therapeutic"" culture of the U.S.; whereas Benedict emphasizes the ""maleability"" of the individual and therefore intolerance became the problem.  Finally, Handler breaks this difference down in terms of the approach to 'social engineering', the idea being that Benedict's approach lent itself to this by stressing the maleability of the individual and Sapir's did not b/c he expected only great artists to be creative and because he thought it useless to try to become aware of one's rationality. (119-122)    Interestingly, Handler concludes saying that in contrast to Sapir who retreated from poetry into what he called ""purely technical lingusitic erudition..."" (quoted on 121, 121-122), Benedict ""discovered her convincing sense of selfhood not simply in anthropology as scholarship but in the role of the technical expert, the scientific creator who puts her individual talents at the service of the collectivity."" (122) [i.e. public intellctual.] And Handler is in fact very optimistic about their tact: ""One could play such a role cautiously (Benedict) or boldly (Mead), but in either case it uaranteed a genuine self and at least the promise of a genuine culture--one in which hardness and softeness would no longer matter."" (122)

I'm not sure that Handler earned that final discrimination between Sapir and Benedict.  How could Mead and Benedict have achieved a ""genuine self"" when the hadn't redefined, or at least he hasn't stated that they did redefine, what selfhood was?  And what was the basis of such selfhood if personality was ""maleable""?  What he's missing I think is what I try to provide which is a more concrete context for the discussion of selfhood.  Selfhood can be reconceived around the general political-philosophical problem of the individual's need to react to coercion in modern institutions.  I.e. Sapir's is a reaction to that problem.  Mead and Benedict's too...but it cuts in a different way, partly because they are women who have been allowed to finally take a somewhat authoratative role within these institutions.  Their approach to them is going to be all different.  Handler provides evidence for that here but no demonstrates no analytical understanding of it."
"Creating a Female Dominion in American Reform, 1890-1935","p.021 Popularizing role of women, alsosee f.n.#81"
"A Franz Boas Reader: The Shaping of American Anthropology, 1883-1911","p. 284 Prior to 1901 Anthropology part of Psych. at columbia.

""The letter to President Butler was the first of the annual reports Boas wrote for the Department of Anthropology, which prior to 1901 had ben partof the Psychology Departmnet."" (284)"
A Four-Fold Humanity: Margaret Mead and Psychological Types,"p.183 Temperamental Type Basis of Squares

Quoting Blackberry Winter Sullivan says ""in New Guinea during early 1933, she [Mead], Bateson, and Reo Fortune engaged in a series of discussions animated by an emerging idea of 'different clusters of inborn traits, each characteristic of a particular temperamental type.' (Mead , 1972, p.216)"" (183)"
The Culture of the Thirties,"p. 153-154 Claim about Domestication of Culture

""In sketching this structure, o fact is more significant than the general and even popular 'discovery' of the concept of culture.  Obviously, the idea of culture was anything but new in the 1930s, but there is a special sense in which the idea became widespread in the period.  what had been discovered was 'the inescapable interrelatedness of...things' so that culture could no longer be considered what Matthew Arnold and the intellectuals of previous generations had often meant--the knowledge of the highest achievements of men and of intellect and art through history--but rather reference to 'allthings that a group of people inhabiting a common geographical area do, the ways they do things and their values and symbols.'  The remarkable popularity of Ruth Benedict's <i>Patterns of Culture</i> (1934)--surely one of the most widley read works of professional anthropology every published in the United States--provides us iwht a symoblic landmark.  Its impact was significant; but more important, her anlaysis of the possibility of different cultural patterns and the way such patterns shape and account for individual behavior was part of a more genral discovery of the idea itself, the sense of awareness of what it means to <i>be</i> a culture, or the search to <i>become</i> a kind of culture.  'The quest for culture,' one studnet of the problem suggests,'is the search for meaning and value.'  It is not too extreme to porpose that it was during the Thirties that the idea of culture was domesticated, with important consequences.  American then began thinking in terms of patterns of beahvior and belief, values and life-styles, symbols and meanings.  It was during this period that we find, for the first time, frequent reference to an 'American Way of Life."" (153-154)."
Mysteries of Sex: Tracing Women & Men through American History,"<p>p.220-2   New 1920s Emphasis on Heterosexuality / Sex is Healthy</p>
<p>New focus not just on personal but on ""intimacy"" e.g. in Heterodoxy and in Henry Roth's Call It Sleep... (220)</p>
<p>Men spent less time in homosocial atmosphere of 1890s: polling places, party caucuses, lodges, saloons.  They spent more time going to movies, dating, watching spectator sports.  Or at home, listening to the radio or on the front porch.  Textbooks on ""Marriage and the Family"" informed highschool and college students that they needed to develop ""healthy heterosexuality"" and a ""satisfying emotional life."" (quoted on 221)  Women who were working in reform were accused of being ""castrated men"" and also that a ""life without sexual love was not entirely without joy."" (quoted on 221).</p>
<p>Ryan notes this wsa a new course not just from home to work or prviate to public but ""in an obliquely lateral direction, form the social to the intimate and the personal."" (221)</p>
<p>Like Stansell, Ryan discusses the inequality within the new ""intimacy"", bringing up the relationship between Hutchins Hapgood and Neil Boyce...she doesn't add much but an idea gloeaned from someone else that women had trouble establishing ""sexual sovereignty.""  She talks about a relationship related by Anzi Yezierska that indicatd this kind of submission inthe context of heightened expectations about ""intimacy"" and these acconts were apparently about her relatoinship with John Dewey.  Then Ryan has a more negative and honest quote speaking ofa  ""sense of drowing"" at his touch that is from Yezierska's 1950s autobiography.  (222)</p>
<p>All this led menand women to get married earlier!  So a steady drop in marriage age between 1980 and 1950, from a peak of 22 to a nadir of 20.3 for women and 3-4 years older fro men.  (222)</p>
<p> </p>"
